gameDuration;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills;winner
976;1;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;1
2144;2;2;2;1;2;0;1;0;1;0;0;11;4;0;4;0;2
2426;2;2;2;2;1;0;6;1;0;2;0;11;4;1;2;0;2
1787;2;1;1;0;2;0;9;1;0;1;0;2;0;0;2;0;1
2084;2;1;2;2;1;0;4;0;0;2;0;11;3;1;1;0;2
2251;2;1;2;1;1;0;1;0;1;1;0;9;1;0;3;0;2
2144;2;1;1;1;1;2;11;3;1;3;0;2;0;0;2;1;1
2279;2;1;2;2;1;1;8;1;0;4;1;7;1;1;0;0;1
2698;2;2;2;2;2;1;5;0;1;0;1;9;2;1;5;0;2
1596;1;1;1;0;2;0;11;4;0;1;0;0;0;0;1;0;1
1824;1;2;2;2;2;0;2;0;0;0;0;9;1;1;1;0;2
1998;1;1;2;2;2;0;2;0;0;0;0;10;2;2;3;0;2
2133;2;2;1;1;2;0;11;3;1;3;0;2;0;0;1;0;1
1478;2;2;0;0;2;0;0;0;0;0;0;8;0;0;2;0;2
1609;1;1;0;0;1;1;5;0;0;3;1;1;0;0;0;0;1
2209;1;1;2;2;2;1;5;0;0;1;1;10;2;1;3;0;2
1728;1;2;2;2;2;0;1;0;0;0;0;7;2;1;2;0;2
1489;2;2;2;0;2;0;0;0;0;0;0;11;3;0;2;0;2
1662;1;1;1;1;1;1;11;3;1;2;1;1;0;0;0;0;1
2290;1;1;2;2;2;1;5;0;0;0;1;9;1;1;4;0;2
1866;1;1;1;2;1;0;11;4;0;3;0;0;0;1;0;0;1
1890;2;2;2;2;1;2;1;0;0;1;0;10;1;2;2;1;2
1777;2;2;1;0;2;1;6;1;0;2;1;2;0;0;1;0;1
2579;1;1;2;2;1;2;8;1;0;4;0;6;1;1;0;1;1
2014;1;1;1;0;1;0;6;1;0;3;0;4;0;0;0;0;1
1751;2;1;2;2;2;2;1;0;0;0;0;10;2;1;3;1;2
2014;1;1;2;2;2;1;3;0;0;0;1;10;1;2;3;0;2
1498;1;1;1;1;1;0;9;2;1;2;0;1;0;0;1;0;1
1407;2;2;2;2;2;2;1;0;0;0;0;11;3;1;2;1;2
1467;1;2;2;0;1;0;1;0;0;1;0;10;2;0;1;0;2
2177;1;1;1;1;1;0;8;2;1;4;0;1;0;0;0;0;1
1691;2;1;1;0;2;1;9;1;0;1;1;0;0;0;2;0;1
2509;1;1;1;2;1;0;11;4;1;2;0;8;0;1;1;0;1
2570;1;1;2;1;1;0;4;0;1;3;0;10;1;2;2;0;2
1903;2;2;1;1;1;0;8;1;1;3;0;4;0;0;1;0;1
1616;1;2;2;2;1;2;0;0;0;1;0;11;3;1;2;1;2
1902;2;1;1;0;1;1;10;2;0;3;1;0;0;0;0;0;1
2199;1;1;1;1;2;1;10;3;1;2;1;6;1;0;1;0;1
1884;1;2;1;1;1;2;10;2;1;3;0;4;0;0;0;1;1
1439;2;1;1;1;1;1;11;2;1;2;1;0;0;0;0;0;1
1876;2;1;1;0;1;1;7;1;0;2;1;2;0;0;0;0;1
1540;2;2;0;2;1;1;3;0;0;2;1;3;0;1;1;0;2
1925;2;1;1;1;2;1;8;1;1;3;1;1;0;0;1;0;1
1425;1;1;1;0;1;1;7;1;0;1;1;1;0;0;1;0;1
1296;1;1;1;0;1;1;9;1;0;1;1;0;0;0;0;0;1
964;2;1;0;0;1;1;4;0;0;1;1;0;0;0;1;0;1
1849;2;2;0;0;1;0;5;0;0;1;0;4;0;0;1;0;1
1748;1;1;1;1;2;2;10;3;1;1;0;4;0;0;2;1;1
1878;2;2;2;2;1;0;3;0;0;1;0;9;1;1;1;0;2
2986;2;1;1;2;1;0;11;6;1;1;0;4;0;1;3;0;1
1833;1;1;1;1;1;0;10;2;1;3;0;1;0;0;0;0;1
2116;1;2;1;2;1;0;10;3;0;2;0;4;0;1;1;0;1
1915;1;2;2;1;2;0;1;0;1;0;0;9;1;0;4;0;2
1726;1;1;2;2;2;2;4;0;0;1;0;9;1;1;2;1;2
1358;1;1;1;0;2;1;10;2;0;0;1;0;0;0;1;0;1
2013;1;1;1;1;1;0;10;3;1;2;0;5;0;0;1;0;1
1754;2;2;2;0;2;0;1;0;0;0;0;11;2;0;3;0;2
1811;2;1;1;0;1;0;9;2;0;1;0;0;0;0;1;0;1
1854;1;2;2;2;2;2;1;0;0;1;0;11;3;1;2;1;2
2086;1;2;1;1;1;0;9;1;1;3;0;2;0;0;0;0;1
1605;1;1;1;1;1;1;9;2;1;4;1;0;0;0;0;0;1
2762;2;1;1;2;1;0;8;2;0;2;0;4;0;1;2;0;1
2546;1;1;2;1;2;0;5;0;1;1;0;11;2;1;2;0;2
1636;2;2;2;0;2;2;2;0;0;0;0;9;2;0;3;1;2
2000;1;2;1;1;2;1;6;1;1;2;1;9;2;1;2;0;2
2342;1;2;2;2;2;2;3;0;0;0;0;11;3;2;4;1;2
1881;1;1;1;1;2;0;11;3;1;2;0;2;0;0;1;0;1
2327;1;2;2;2;2;0;7;0;0;1;0;10;2;1;3;0;2
1431;1;1;0;1;2;1;4;0;1;0;1;2;0;0;1;0;1
1511;2;1;1;1;1;0;8;1;1;2;0;0;0;0;0;0;1
2837;1;1;2;2;2;2;9;2;0;0;0;7;1;4;4;1;1
2199;1;2;2;0;2;0;4;0;0;0;0;8;2;0;2;0;2
2307;1;2;2;0;1;0;6;1;0;3;0;10;2;0;2;0;2
2009;1;1;2;2;2;2;3;0;0;0;0;10;2;1;2;1;2
2256;1;1;1;2;1;0;10;3;0;1;0;9;2;2;2;0;1
1759;2;1;1;1;2;0;9;2;1;1;0;4;0;0;2;0;1
2310;1;2;2;2;2;0;4;0;0;0;0;10;2;1;5;0;2
1704;2;2;1;0;2;1;10;2;0;1;1;1;0;0;1;0;1
1868;2;2;1;1;1;0;9;1;1;4;0;2;0;0;0;0;1
1631;1;2;2;0;2;2;2;0;0;0;0;11;3;0;3;1;2
2771;1;2;2;2;2;0;6;1;0;0;0;10;4;2;4;0;2
1275;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0;1
1601;1;1;1;1;2;2;8;1;1;1;0;5;0;0;1;1;1
2136;2;2;2;2;2;1;5;0;0;0;1;6;1;1;3;0;2
1623;1;2;1;1;1;1;9;1;1;2;1;2;0;0;1;0;1
1021;2;2;2;0;2;2;1;0;0;0;0;5;1;0;1;1;2
2274;2;1;1;1;2;0;8;2;1;0;0;6;0;0;4;0;1
1899;1;1;2;2;1;0;4;0;0;2;0;11;4;1;0;0;2
1953;1;2;2;2;1;1;3;0;0;1;1;9;1;1;3;0;2
1421;2;2;2;0;1;1;2;0;0;2;1;9;2;0;0;0;2
2151;2;1;1;2;1;0;7;1;0;1;0;7;1;1;3;0;2
1794;1;1;1;1;1;1;11;3;1;3;1;2;0;0;1;0;1
1615;2;2;0;0;2;0;2;0;0;0;0;6;0;0;2;0;2
1848;2;1;1;0;1;1;10;3;0;3;1;1;0;0;0;0;1
2388;1;2;1;1;1;0;10;2;2;3;0;3;0;0;1;0;1
1636;2;1;1;0;1;1;8;1;0;2;1;1;0;0;0;0;1
1693;2;1;1;1;1;0;9;2;1;3;0;4;0;0;0;0;1
1466;1;1;2;0;1;2;1;0;0;2;0;8;1;0;1;1;2
1662;2;2;2;0;2;0;0;0;0;0;0;6;1;0;2;0;2
2002;2;2;1;1;2;1;9;2;1;0;1;3;0;0;1;0;1
1760;1;1;1;0;1;0;11;3;0;3;0;1;0;0;0;0;1
1634;2;2;2;0;2;2;1;0;0;0;0;11;3;0;1;1;2
1204;2;2;2;0;2;2;0;0;0;0;0;9;1;0;2;1;2
1392;2;2;0;0;2;0;1;0;0;0;0;6;0;0;2;0;2
2501;1;1;2;1;1;1;9;1;1;4;1;8;3;1;0;0;1
1286;2;1;0;0;1;0;5;0;0;1;0;0;0;0;0;0;1
1823;2;2;1;0;1;0;10;2;0;1;0;3;0;0;1;0;1
1524;1;1;1;0;1;1;8;1;0;2;1;2;0;0;0;0;1
1368;1;1;1;0;2;0;10;2;0;1;0;0;0;0;1;0;1
1479;2;1;1;0;1;1;9;1;0;2;1;1;0;0;0;0;1
1633;1;1;2;2;1;1;5;0;0;2;1;11;3;1;1;0;2
2000;2;2;1;1;1;0;7;2;2;3;0;4;0;0;1;0;1
1935;2;2;1;1;1;2;7;1;1;2;0;6;0;0;2;1;1
3184;2;2;1;1;1;1;11;3;3;4;1;5;0;0;2;0;1
1979;1;1;2;2;1;2;5;0;0;1;0;8;2;1;2;1;2
1720;1;1;1;0;1;0;8;1;0;2;0;1;0;0;1;0;1
1911;2;2;2;2;2;0;0;0;0;0;0;8;1;1;2;0;2
2153;2;1;2;2;1;2;3;0;0;1;0;9;1;1;2;1;2
1862;1;1;1;1;1;1;11;3;1;2;1;0;0;0;0;0;1
1910;2;2;2;2;1;0;1;0;0;1;0;11;3;2;2;0;2
1662;1;1;1;0;1;1;11;3;0;2;1;1;0;0;1;0;1
1223;2;1;1;0;1;1;8;2;0;3;1;1;0;0;0;0;1
1291;1;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0;1
1673;2;2;1;1;2;2;10;2;1;1;0;5;0;0;1;1;1
2082;2;2;2;2;2;2;8;1;1;1;0;8;2;1;4;1;1
1185;2;2;2;0;2;2;0;0;0;0;0;6;1;0;1;1;2
2233;2;1;1;2;1;1;9;1;0;4;1;5;0;1;0;0;1
1487;2;1;1;1;1;0;7;1;1;2;0;3;0;0;0;0;1
1481;1;2;1;1;2;1;10;2;1;1;1;3;0;0;1;0;1
2386;2;2;2;2;2;0;9;2;0;1;0;6;1;2;3;0;1
1851;1;2;2;2;2;2;1;0;0;0;0;11;4;1;3;1;2
1417;2;1;1;0;2;1;10;1;0;1;1;0;0;0;1;0;1
2014;2;2;2;2;2;2;5;0;0;0;0;8;1;1;4;1;2
1760;2;2;1;0;2;0;9;1;0;1;0;4;0;0;2;0;1
1650;1;2;2;0;1;0;4;0;0;1;0;7;1;0;1;0;2
1757;2;2;0;2;2;0;4;0;0;0;0;4;0;1;3;0;2
1763;2;1;1;0;1;0;11;3;0;2;0;1;0;0;0;0;1
1647;2;2;2;2;2;0;2;0;0;0;0;11;3;1;3;0;2
2051;1;2;1;2;2;2;10;4;1;1;0;4;0;1;2;1;1
1819;1;1;2;2;2;0;4;0;0;0;0;8;1;1;2;0;2
1846;2;2;2;1;2;0;5;0;1;2;0;10;3;0;1;0;2
2453;1;2;2;2;2;1;6;0;1;1;1;10;2;1;4;0;2
1686;2;2;2;2;2;2;1;0;0;0;0;10;2;1;3;1;2
2544;2;2;2;2;1;2;7;1;0;4;0;7;2;2;1;1;1
1119;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0;1
1393;1;2;2;2;2;2;1;0;0;0;0;11;3;1;1;1;2
2258;2;2;2;1;1;1;6;1;1;3;1;9;2;1;1;0;2
2211;2;1;1;2;2;0;11;4;0;1;0;1;0;1;2;0;1
2174;2;1;1;0;2;1;10;4;0;0;1;2;0;0;2;0;1
2042;2;1;2;2;2;0;5;0;0;2;0;7;1;1;1;0;2
1872;2;1;1;1;1;1;9;1;1;3;1;2;0;0;1;0;1
2279;1;1;1;1;1;1;11;5;2;4;1;4;0;0;0;0;1
1293;2;1;1;0;1;1;9;1;0;2;1;0;0;0;0;0;1
1309;1;2;0;0;2;1;1;0;0;0;1;5;0;0;2;0;2
2422;2;2;2;2;2;0;6;1;0;2;0;10;4;1;2;0;2
2538;1;1;1;1;2;1;11;6;1;2;1;4;0;1;2;0;1
2243;2;1;1;2;2;1;9;1;0;0;1;6;0;1;3;0;1
972;1;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
1487;2;2;2;0;0;0;1;0;0;0;0;6;1;0;0;0;2
3186;2;1;2;1;1;1;11;3;4;6;1;8;2;0;0;0;1
2413;1;1;1;2;2;0;7;1;0;1;0;11;3;1;3;0;2
1937;2;2;2;0;1;2;3;0;0;1;0;9;2;0;1;1;2
2567;2;1;2;1;1;0;8;0;1;1;0;9;3;0;4;0;2
2270;1;2;2;2;2;0;3;0;0;0;0;10;2;1;2;0;2
1955;1;1;1;2;1;0;7;1;0;3;0;10;1;1;0;0;2
3025;1;1;2;1;2;0;11;5;2;3;0;6;2;1;2;0;1
2402;2;1;2;1;2;0;5;0;1;4;0;10;2;0;1;0;2
2619;2;2;2;2;2;0;7;1;1;1;0;10;4;2;3;0;2
961;1;1;1;0;1;1;7;1;0;2;1;0;0;0;0;0;1
2359;1;2;1;1;2;0;10;2;1;2;0;6;0;0;1;0;1
1328;1;1;0;0;1;0;7;0;0;1;0;0;0;0;0;0;1
1935;2;1;1;1;2;0;7;1;2;1;0;4;0;0;2;0;1
1424;1;1;0;0;1;0;3;0;0;2;0;0;0;0;0;0;1
1431;1;2;0;0;2;2;0;0;0;0;0;4;0;0;1;1;2
1482;1;1;1;0;1;1;9;2;0;2;1;1;0;0;0;0;1
1626;1;2;1;1;1;1;10;2;1;2;1;2;0;0;0;0;1
2660;2;2;1;1;2;2;10;1;2;4;0;4;0;0;2;1;1
1784;2;2;2;2;1;2;3;0;0;1;0;9;2;1;1;1;2
1854;2;1;2;2;2;2;4;0;0;1;0;9;2;2;1;1;2
1852;1;2;2;2;2;2;1;0;0;0;0;11;3;1;2;1;2
1746;1;1;1;1;1;1;9;1;1;2;1;1;0;0;1;0;1
2542;2;2;1;2;1;2;8;1;0;2;0;4;0;1;3;1;1
2029;1;1;1;1;1;0;8;1;1;3;0;3;0;0;0;0;1
2403;1;1;1;0;1;0;9;2;0;2;0;3;0;0;1;0;1
2288;1;2;1;1;2;1;11;4;2;3;1;5;0;0;2;0;1
2002;2;1;1;1;1;1;10;3;1;3;1;5;0;0;0;0;1
2899;1;2;2;1;1;0;7;1;2;2;0;8;2;0;3;0;1
1419;1;2;2;0;2;2;3;0;0;0;0;8;1;0;1;1;2
2435;1;1;1;0;2;0;11;3;0;0;0;5;0;0;4;0;1
1517;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
3484;1;2;1;1;2;0;10;6;3;1;0;8;3;0;4;0;2
1230;1;1;1;0;1;0;11;2;0;2;0;0;0;0;0;0;1
2295;1;2;2;2;2;0;8;1;1;2;0;7;1;1;2;0;1
1631;2;1;1;0;1;0;8;1;0;2;0;3;0;0;0;0;1
1564;2;1;1;1;1;1;11;4;1;2;1;0;0;0;0;0;1
2331;2;2;2;2;1;2;5;0;0;1;0;9;3;1;2;1;2
2376;2;1;2;2;2;0;4;1;0;0;0;10;2;1;5;0;2
2374;2;2;1;1;2;2;7;1;1;2;0;9;1;1;3;1;2
1676;1;1;1;1;1;0;7;1;1;1;0;3;0;0;1;0;1
1296;1;1;1;1;1;1;11;3;1;2;1;0;0;0;0;0;1
1398;2;2;2;2;2;2;0;0;0;0;0;8;1;1;2;1;2
2578;2;2;1;1;1;0;11;3;1;3;0;4;0;0;2;0;1
903;1;1;1;0;1;0;9;1;0;1;0;0;0;0;0;0;1
2888;1;1;2;2;1;0;8;1;1;3;0;10;4;1;2;0;2
1455;2;2;2;2;2;2;0;0;0;0;0;11;2;1;2;1;2
1178;2;1;1;0;1;0;9;1;0;2;0;1;0;0;0;0;1
1401;2;2;2;0;2;2;1;0;0;0;0;7;1;0;2;1;2
968;1;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0;1
2044;1;1;1;1;2;2;8;1;1;2;0;3;0;0;2;1;1
2443;1;1;2;2;2;0;9;1;0;1;0;8;1;1;2;0;1
1255;2;2;0;0;1;0;5;0;0;2;0;1;0;0;0;0;1
1871;2;2;2;2;1;0;0;0;0;1;0;11;3;2;2;0;2
1864;1;1;1;0;1;1;10;2;0;2;1;1;0;0;0;0;1
2033;1;1;1;1;1;0;10;2;1;3;0;0;0;0;0;0;1
1789;2;2;2;0;2;0;1;0;0;0;0;11;3;0;3;0;2
1223;1;1;0;0;1;1;8;0;0;2;1;0;0;0;0;0;1
2474;2;2;2;2;2;2;5;1;0;2;0;10;4;3;2;1;2
2146;1;2;2;1;2;2;9;1;1;1;0;9;2;0;3;1;1
2480;2;1;2;2;2;0;6;0;0;2;0;11;5;2;2;0;2
1606;1;1;1;1;1;0;11;3;1;2;0;0;0;0;0;0;1
1870;2;2;0;0;2;2;2;0;0;0;0;6;0;0;3;1;2
2032;2;1;2;2;1;0;4;0;0;1;0;11;3;1;3;0;2
2525;1;1;2;2;2;1;5;1;0;3;1;9;5;2;1;0;2
2227;1;2;2;2;2;0;6;1;0;0;0;9;2;2;3;0;1
918;2;2;0;0;2;0;0;0;0;0;0;1;0;0;1;0;2
2168;1;2;1;2;1;0;7;2;0;2;0;8;1;2;1;0;2
2611;2;2;2;1;1;0;7;1;1;2;0;6;1;0;1;0;1
1749;1;1;1;1;2;1;9;1;1;1;1;2;0;0;1;0;1
1937;1;1;2;2;2;1;5;0;0;2;1;8;1;1;2;0;2
1660;2;2;2;0;2;1;2;0;0;0;1;10;2;0;2;0;2
2408;1;2;2;1;2;0;9;2;2;1;0;8;1;0;3;0;1
1752;1;2;2;2;2;2;1;0;0;0;0;10;2;1;3;1;2
1966;2;1;1;2;2;1;7;1;0;2;1;7;1;1;2;0;2
2573;2;1;2;2;1;2;7;1;1;5;0;11;4;1;1;1;2
2013;2;2;2;0;2;0;0;0;0;0;0;11;3;0;3;0;2
1505;1;2;2;0;1;0;0;0;0;1;0;11;3;0;2;0;2
1983;1;1;1;1;1;0;11;3;1;3;0;2;0;0;1;0;1
1636;1;1;1;0;1;0;6;1;0;3;0;1;0;0;0;0;1
1129;1;1;1;0;1;0;9;2;0;1;0;0;0;0;0;0;1
1271;1;2;2;0;2;0;1;0;0;0;0;11;2;0;1;0;2
1587;1;1;1;1;1;0;11;3;1;3;0;2;0;0;0;0;1
1650;2;1;1;1;1;1;11;2;1;1;1;2;0;0;1;0;1
2271;1;1;2;1;2;1;9;1;1;0;1;6;1;1;3;0;1
1788;2;2;2;0;2;2;1;0;0;1;0;8;1;0;2;1;2
1791;2;2;1;1;1;2;8;1;1;2;0;2;0;0;1;1;1
1963;1;1;1;1;2;1;9;2;2;0;1;1;0;0;3;0;1
1869;2;2;2;2;1;2;3;0;0;1;0;10;4;2;2;1;2
1800;2;1;2;0;2;1;2;0;0;0;1;11;3;0;3;0;2
1573;2;2;2;0;2;0;3;0;0;0;0;9;3;0;1;0;2
1657;1;1;1;1;1;2;10;2;1;3;0;3;0;0;0;1;1
1511;1;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1
2523;2;2;2;1;1;1;7;1;2;2;1;10;2;0;1;0;2
2266;1;1;2;1;1;1;7;0;2;3;1;9;1;0;1;0;2
1817;1;2;2;2;2;1;3;0;0;1;1;7;1;1;2;0;2
1747;1;2;2;0;2;0;1;0;0;0;0;7;1;0;2;0;2
2181;1;1;1;1;1;0;11;3;1;3;0;2;0;0;0;0;1
1835;1;1;1;1;1;1;11;4;2;4;1;2;0;0;0;0;1
1761;1;1;0;0;1;0;5;0;0;3;0;1;0;0;0;0;1
2113;1;1;2;0;1;1;3;0;0;1;1;11;4;0;3;0;2
2387;2;2;2;2;2;2;4;0;0;1;0;10;3;1;3;1;2
1818;2;2;1;1;2;0;9;2;1;1;0;4;0;0;1;0;1
1990;1;2;1;0;2;1;10;2;0;2;1;1;0;0;1;0;1
1599;1;1;1;1;1;0;8;1;1;3;0;2;0;0;0;0;1
1595;1;2;2;2;2;0;1;0;0;0;0;10;2;1;2;0;2
1397;2;1;0;0;1;0;3;0;0;1;0;0;0;0;0;0;1
1391;1;1;1;1;1;1;11;3;1;1;1;0;0;0;0;0;1
1914;1;2;2;2;2;0;2;0;0;1;0;10;2;1;2;0;2
1655;1;2;2;2;1;0;1;0;0;1;0;10;2;1;2;0;2
1470;1;1;1;1;1;1;10;3;1;3;1;0;0;0;0;0;1
1319;1;1;0;0;1;1;6;0;0;1;1;1;0;0;0;0;1
1129;1;1;1;0;2;1;10;2;0;1;1;0;0;0;1;0;1
2174;1;1;1;2;1;1;10;3;0;4;1;2;0;1;0;0;1
1789;2;2;2;2;2;0;1;0;0;0;0;10;2;1;3;0;2
3065;2;2;2;2;1;2;7;1;1;3;0;11;5;1;2;1;2
1632;1;2;2;0;2;2;2;0;0;0;0;11;3;0;2;1;2
1826;1;1;2;2;1;2;4;0;0;2;0;10;2;1;1;1;2
2409;1;1;2;1;1;0;5;0;1;4;0;9;3;2;1;0;2
1788;1;1;2;0;1;0;1;0;0;1;0;11;3;0;1;0;2
2015;1;1;2;1;1;1;4;0;1;2;1;9;1;0;2;0;2
1817;2;2;1;1;2;2;9;2;1;2;0;4;0;0;1;1;1
1144;2;2;2;0;2;0;0;0;0;0;0;11;3;0;1;0;2
2128;1;1;1;1;2;2;11;7;1;2;0;2;0;0;2;1;1
2575;1;1;2;0;1;0;3;0;0;2;0;7;2;0;2;0;2
1819;2;2;2;0;2;0;2;0;0;0;0;9;1;0;3;0;2
1407;1;1;1;0;2;0;4;1;0;0;0;1;0;0;1;0;1
2095;1;1;1;1;2;2;10;3;1;2;0;5;0;0;2;1;1
2541;1;2;2;0;2;0;7;2;0;1;0;10;2;0;2;0;2
1943;1;1;1;0;1;0;10;2;0;3;0;3;0;0;1;0;1
1682;1;2;1;1;1;1;9;2;1;2;1;3;0;0;0;0;1
1749;2;2;2;0;2;0;1;0;0;0;0;10;2;0;4;0;2
2308;2;1;1;1;2;0;9;2;1;0;0;6;0;0;3;0;1
1362;2;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1;2
1632;1;2;1;1;1;0;9;2;1;3;0;2;0;0;0;0;1
2451;2;1;1;2;2;0;11;2;1;2;0;5;0;1;2;0;1
2045;2;2;2;2;2;1;3;0;0;1;1;11;2;1;3;0;2
1521;1;1;1;0;1;0;9;2;0;3;0;0;0;0;0;0;1
1886;1;1;2;1;2;1;3;0;1;0;1;10;2;0;3;0;2
1960;1;2;2;0;2;1;2;0;0;0;1;10;2;0;4;0;2
1232;1;1;0;0;1;0;5;0;0;1;0;0;0;0;0;0;1
2388;1;1;2;2;2;0;2;0;0;1;0;11;2;1;2;0;2
1667;2;2;2;0;2;0;3;0;0;0;0;10;2;0;3;0;2
1741;2;1;2;0;1;1;4;0;0;1;1;10;2;0;1;0;2
2108;1;2;2;2;2;2;0;0;0;0;0;11;3;2;3;1;2
1442;1;1;1;0;1;0;10;2;0;3;0;1;0;0;0;0;1
1699;2;2;0;0;2;0;0;0;0;0;0;5;0;0;2;0;2
1732;2;1;0;2;2;0;3;0;0;0;0;6;0;1;3;0;2
1448;1;2;2;2;2;0;1;0;0;0;0;8;1;1;1;0;2
1420;1;1;2;2;2;1;3;0;0;1;1;11;3;1;2;0;2
1645;1;2;2;2;1;1;0;0;0;1;1;9;2;1;1;0;2
2005;2;2;2;2;2;2;1;0;0;1;0;9;1;1;3;1;2
1419;1;1;0;0;1;0;6;0;0;2;0;0;0;0;0;0;1
2138;2;1;2;0;2;0;1;0;0;1;0;11;2;0;1;0;2
2053;2;2;2;2;1;0;0;0;0;1;0;10;2;1;2;0;2
2683;2;1;1;2;1;0;9;2;1;3;0;7;0;2;1;0;1
1264;1;1;0;0;1;0;6;0;0;2;0;0;0;0;0;0;1
1684;1;1;1;0;1;0;8;1;0;1;0;0;0;0;0;0;1
2128;2;2;2;1;2;0;10;2;1;2;0;6;1;0;2;0;1
1580;2;2;2;2;2;0;0;0;0;0;0;10;2;1;2;0;2
1868;2;1;1;1;1;1;7;1;1;2;1;4;0;0;1;0;1
1993;2;2;1;0;1;0;9;1;0;2;0;3;0;0;1;0;1
2659;1;1;1;1;2;1;7;1;1;0;1;9;2;0;4;0;2
1372;2;2;2;2;2;2;1;0;0;0;0;10;2;1;2;1;2
1982;2;1;1;1;1;2;10;4;1;4;0;4;0;0;0;1;1
2143;2;1;1;1;1;0;10;2;1;4;0;4;0;0;0;0;1
2846;2;2;2;2;2;1;6;0;0;2;1;8;2;2;3;0;2
1688;1;1;1;1;2;0;10;2;1;2;0;3;0;0;1;0;1
1683;1;2;2;0;2;0;2;0;0;0;0;10;2;0;2;0;2
1982;1;1;1;1;2;1;11;4;1;1;1;3;0;0;2;0;1
1621;2;1;1;1;2;2;11;2;1;1;0;2;0;0;1;1;1
2203;2;2;2;1;2;1;2;0;1;0;1;10;5;1;4;0;2
1497;2;2;1;0;1;1;8;1;0;2;1;2;0;0;0;0;1
1350;1;1;1;0;2;0;7;1;0;1;0;0;0;0;1;0;1
2265;2;1;1;1;1;2;10;1;2;4;0;3;0;0;0;1;1
1215;1;2;0;0;2;2;0;0;0;0;0;7;0;0;1;1;2
1076;1;1;1;0;1;0;11;3;0;1;0;0;0;0;0;0;1
2434;1;2;1;2;1;0;5;1;0;2;0;7;1;1;3;0;2
1670;1;1;2;2;2;2;1;0;0;0;0;9;2;1;3;1;2
1456;2;2;2;0;2;0;0;0;0;0;0;10;2;0;1;0;2
2292;2;1;1;2;2;1;8;3;0;3;1;11;3;1;2;0;2
1473;1;1;1;1;2;1;11;3;1;0;1;0;0;0;2;0;1
1894;1;1;1;1;1;0;10;1;2;4;0;0;0;0;0;0;1
1436;2;2;1;0;2;0;5;1;0;0;0;5;0;0;2;0;1
1770;2;2;1;1;1;2;8;1;1;2;0;4;0;0;1;1;1
2293;2;2;2;2;2;0;4;0;0;0;0;10;3;1;3;0;2
1613;1;2;1;1;1;1;10;2;1;3;1;2;0;0;0;0;1
1728;1;2;2;2;2;2;1;0;0;0;0;9;2;1;3;1;2
1638;1;2;1;1;1;2;10;1;1;2;0;2;0;0;1;1;1
1453;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
1391;1;1;0;0;1;0;4;0;0;2;0;2;0;0;0;0;1
1825;1;2;1;1;1;1;9;2;1;2;1;2;0;0;1;0;1
2473;1;1;2;2;2;1;5;1;0;1;1;9;2;2;4;0;2
2867;1;1;1;1;1;0;9;3;1;3;0;7;1;1;0;0;2
1919;2;1;1;2;1;0;7;2;0;2;0;2;0;1;0;0;1
1844;2;2;2;2;2;1;4;0;0;1;1;7;1;1;3;0;2
1325;2;2;1;0;1;1;6;1;0;1;1;2;0;0;0;0;1
1747;2;2;1;1;2;1;11;3;1;1;1;3;0;0;1;0;1
3050;1;1;1;1;1;0;11;4;1;2;0;7;0;0;2;0;1
1607;1;1;1;2;1;1;9;2;0;3;1;1;0;1;0;0;1
1239;1;1;1;0;1;1;8;2;0;2;1;0;0;0;0;0;1
2055;2;2;2;0;2;0;3;0;0;1;0;10;2;0;3;0;2
1070;1;1;0;0;2;0;2;0;0;1;0;0;0;0;1;0;1
2630;1;1;1;2;1;0;11;3;0;1;0;7;1;1;4;0;1
2291;1;2;2;2;2;2;3;0;0;0;0;11;3;1;4;1;2
1756;2;1;1;1;1;1;11;2;2;3;1;2;0;0;0;0;1
2527;2;1;2;2;1;1;7;1;0;2;1;7;1;1;2;0;2
3125;2;2;2;1;2;2;9;1;2;2;0;7;1;0;4;1;1
1507;2;1;0;0;2;2;3;0;0;0;0;7;0;0;2;1;2
2436;2;1;1;1;1;1;11;3;1;4;1;3;0;0;0;0;1
2993;1;1;2;2;2;0;5;0;1;1;0;11;4;2;3;0;2
2660;2;1;1;1;1;0;10;4;2;5;0;3;0;0;0;0;1
1366;2;2;2;0;2;2;0;0;0;0;0;11;2;0;2;1;2
2243;1;2;2;2;2;0;1;0;0;0;0;10;2;1;3;0;2
1634;1;1;1;0;1;0;11;3;0;3;0;0;0;0;0;0;1
1939;2;2;1;2;2;1;9;2;0;2;1;2;0;1;1;0;1
